X,Y,Z
341501,80,124,-196
341503,80,124,-204
341505,82,128,-202
341507,78,124,-220
341509,74,122,-200
341511,78,108,-202
341513,74,124,-208
341515,74,128,-208
341517,72,128,-206
341519,82,120,-206
341521,80,122,-200
341523,76,120,-206
341525,74,126,-198
341527,78,120,-206
341529,76,120,-204
341531,72,124,-210
341533,76,126,-204
341535,76,128,-202
341537,82,120,-204
341539,78,122,-206
341541,80,132,-196
341543,84,120,-206
341545,74,120,-216
341547,82,116,-204
341549,76,128,-204
909006250,5,80,122
341552,80,122,-208
341554,78,132,-198
341556,78,124,-194
341558,78,122,-216
341560,80,120,-204
341562,74,128,-200
341564,84,126,-200
341566,78,122,-204
341568,80,122,-208
341570,74,128,-218
341572,80,124,-200
341574,78,118,-196
341576,78,126,-198
341578,82,126,-204
341580,78,124,-202
341582,84,126,-204
341584,80,122,-212
341586,78,120,-204
341588,76,120,-202
341590,72,120,-204
341592,74,120,-206
341594,78,124,-202
341596,80,122,-204
341598,78,124,-206
341600,78,122,-204
341602,68,120,-204
341604,78,126,-196
341606,74,128,-206
341608,76,124,-196
341610,78,128,-212
341612,84,122,-202
341614,78,124,-206
341616,74,124,-212
341618,78,124,-202
341620,88,122,-196
341622,80,122,-206
341624,76,124,-210
341626,76,122,-198
341628,74,124,-210
341630,78,124,-196
341632,72,128,-208
341634,80,118,-202
341636,78,128,-200
341638,78,120,-196
341640,76,120,-206
341642,78,126,-204
341644,82,124,-208
341646,78,128,-198
341648,82,126,-208
341650,74,120,-202
341652,80,120,-202
341654,72,128,-198
341656,76,128,-198
341658,82,124,-200
341660,82,124,-208
341662,76,124,-206
341664,74,128,-202
341666,78,112,-208
341668,82,124,-192
341670,78,124,-208
341672,78,126,-202
341674,82,126,-206
341676,78,128,-212
341678,82,126,-210
341680,76,124,-200
341682,78,122,-200
341684,76,120,-206
341686,82,128,-210
341688,78,124,-202
341690,74,124,-198
341692,72,128,-200
341694,76,122,-194
341696,74,126,-206
341698,76,126,-200
341700,78,120,-208
341702,74,120,-200
341704,74,124,-206
341706,70,126,-200
341708,78,124,-204
341710,76,126,-206
341712,86,124,-206
341714,80,124,-206
341716,78,120,-200
341718,64,128,-204
341720,82,128,-206
341722,78,124,-208
341724,74,130,-200
341726,78,128,-212
341728,78,130,-198
341730,76,122,-204
341732,66,124,-202
341734,78,124,-208
341736,78,130,-200
341738,78,124,-202
341740,74,126,-210
341742,82,118,-202
341744,80,122,-204
341746,80,122,-190
341748,72,128,-204
341750,78,118,-204
341752,76,128,-214
341754,74,130,-202
341756,74,118,-204
341758,78,120,-204
341760,74,122,-202
341762,74,138,-202
341764,80,122,-200
341766,82,122,-216
341768,82,112,-206
341770,76,126,-200
341772,84,122,-206
341774,82,126,-204
341776,82,120,-204
341778,74,128,-220
341780,78,120,-202
341782,82,110,-206
341784,74,126,-198
341786,78,128,-208
341788,78,124,-202
341790,82,122,-202
341792,76,122,-202
341794,80,110,-206
341796,76,128,-206
341798,82,122,-202
341800,78,124,-210
925455786,5,78,124
341803,82,124,-200
341805,72,126,-202
341807,74,124,-202
341809,76,128,-204
341811,78,120,-200
341813,74,126,-200
341815,90,120,-206
341817,72,124,-206
341819,80,124,-202
341821,70,128,-208
341823,72,120,-194
341825,84,118,-202
341827,72,126,-208
341829,76,128,-208
341831,78,126,-200
341833,80,120,-198
341835,72,122,-200
341837,72,122,-206
341839,74,126,-200
341841,82,118,-204
341843,78,126,-212
341845,84,132,-198
341847,74,124,-200
341849,84,122,-192
341851,80,128,-204
341853,78,130,-204
341855,70,118,-210
341857,78,122,-202
341859,76,120,-204
341861,68,128,-206
341863,80,126,-202
341865,80,130,-208
341867,82,118,-200
341869,80,124,-212
341871,74,124,-202
341873,76,128,-204
341875,80,118,-194
341877,80,120,-208
341879,78,122,-206
341881,74,126,-222
341883,74,126,-206
341885,80,112,-202
341887,80,120,-202
341889,74,124,-202
341891,76,132,-206
341893,76,128,-206
341895,74,128,-220
341897,70,120,-206
341899,82,126,-200
341901,80,124,-200
341903,80,126,-202
341905,82,124,-204
341907,74,124,-222
341909,80,124,-202
341911,76,118,-198
341913,80,126,-200
341915,76,126,-206
341917,76,128,-202
341919,80,126,-202
341921,76,126,-200
341923,76,118,-200
341925,72,128,-200
341927,80,122,-202
341929,78,128,-204
341931,86,122,-198
341933,78,124,-202
341935,76,122,-206
341937,72,124,-206
341939,80,122,-200
341941,78,126,-204
341943,76,128,-200
341945,78,128,-204
341947,76,126,-194
341949,78,124,-200
341951,76,120,-196
341953,82,120,-194
341955,76,122,-208
341957,90,120,-196
341959,80,124,-208
341961,76,124,-196
341963,68,128,-208
341965,78,126,-200
341967,80,122,-208
341969,82,122,-204
341971,78,128,-206
341973,82,122,-204
341975,74,120,-202
341977,70,130,-204
341979,80,122,-200
341981,76,130,-206
341983,76,128,-204
341985,78,124,-206
341987,78,128,-202
341989,72,128,-200
341991,72,126,-194
341993,78,122,-208
341995,78,126,-204
341997,82,124,-206
341999,78,124,-204
342001,82,124,-204
342003,80,114,-210
342005,74,126,-204
342007,80,130,-204
342009,78,124,-204
342011,88,120,-200
342013,76,128,-200
342015,74,122,-204
342017,72,124,-204
342019,80,124,-198
342021,80,124,-206
342023,86,120,-204
342025,76,126,-204
342027,80,120,-198
342029,70,128,-202
342031,82,120,-202
342033,76,124,-196
342035,78,124,-210
342037,78,126,-206
342039,74,120,-206
342041,76,126,-202
342043,84,124,-202
342045,80,122,-208
342047,82,118,-210
342049,76,124,-200
342051,74,124,-198
342053,76,114,-204
342055,76,122,-198
342057,76,126,-204
342059,78,126,-200
342061,86,120,-200
342063,76,126,-202
942691754,5,76,126
342066,76,122,-200
342068,78,124,-200
342070,82,126,-206
342072,82,126,-200
342074,86,128,-202
342076,78,120,-196
342078,78,126,-202
342080,68,124,-206
342082,72,126,-196
342084,78,128,-202
342086,94,122,-202
342088,80,122,-202
342090,76,122,-202
342092,76,118,-202
342094,76,120,-200
342096,78,128,-202
342098,80,120,-208
342100,76,124,-202
342102,72,124,-210
342104,78,124,-202
342106,76,122,-200
342108,78,124,-204
342110,82,120,-202
342112,80,124,-202
342114,80,126,-202
342116,78,124,-206
342118,76,120,-204
342120,76,126,-192
342122,80,122,-202
342124,82,122,-206
342126,76,120,-216
342128,76,124,-208
342130,80,128,-200
342132,80,128,-208
342134,74,122,-204
342136,78,128,-208
342138,80,120,-200
342140,78,124,-216
342142,78,124,-200
342144,72,124,-210
342146,82,124,-204
342148,80,118,-204
342150,80,126,-204
342152,76,126,-218
342154,72,128,-194
342156,76,120,-206
342158,78,126,-202
342160,74,128,-206
342162,76,126,-202
342164,80,122,-206
342166,76,122,-208
342168,80,118,-204
342170,72,128,-200
342172,78,122,-202
342174,82,122,-202
342176,78,126,-206
342178,76,128,-206
342180,82,124,-196
342182,76,116,-206
342184,78,128,-198
342186,76,126,-204
342188,76,124,-202
342190,86,126,-202
342192,80,124,-206
342194,78,126,-200
342196,72,126,-198
342198,74,124,-202
342200,80,126,-202
342202,78,126,-204
342204,80,126,-208
342206,78,124,-200
342208,74,128,-198
342210,76,128,-204
342212,76,126,-196
342214,82,124,-204
342216,76,126,-204
342218,72,116,-204
342220,76,128,-202
342222,84,120,-204
342224,76,128,-204
342226,76,128,-202
342228,76,128,-198
342230,76,126,-206
342232,82,108,-200
342234,84,120,-196
342236,78,128,-208
342238,80,124,-204
342240,76,128,-206
342242,76,124,-202
342244,78,128,-204
342246,74,122,-204
342248,80,122,-196
342250,74,128,-208
342252,88,120,-204
342254,76,126,-202
342256,76,126,-202
342258,66,126,-204
342260,76,126,-194
342262,74,124,-208
342264,76,128,-200
342266,80,126,-208
342268,78,126,-200
342270,80,124,-198
342272,70,124,-208
342274,80,124,-206
342276,84,126,-206
342278,80,130,-200
342280,82,122,-214
342282,78,110,-204
342284,72,126,-210
342286,82,120,-206
342288,80,126,-198
342290,86,124,-202
342292,78,124,-202
342294,74,126,-206
342296,74,122,-204
342298,78,122,-200
342300,78,124,-204
342302,82,122,-206
342304,78,124,-204
342306,78,126,-200
342308,66,128,-200
342310,70,126,-200
342312,76,124,-202
342314,78,128,-200
342316,78,124,-206
342318,82,122,-194
342320,78,122,-206
342322,74,124,-202
342324,76,126,-208
342326,76,128,-204
342328,78,124,-202
342330,76,126,-204
342332,80,120,-202
342334,68,124,-204
342336,84,124,-200
342338,78,122,-202
342340,82,126,-202
342342,76,126,-202
342344,78,128,-200
342346,72,124,-200
342348,80,126,-198
342350,76,128,-204
342352,88,124,-208
342354,78,118,-206
342356,76,124,-216
342358,78,120,-198
342360,78,124,-204
342362,78,128,-208
342364,78,128,-200
342366,78,126,-204
342368,74,126,-210
342370,76,124,-206
342372,70,126,-206
342374,78,122,-198
342376,82,124,-196
342378,74,126,-202
342380,72,128,-206
342382,78,112,-200
342384,72,126,-196
342386,76,128,-204
342389,84,122,-200
342391,78,122,-198
342393,76,126,-202
342395,74,124,-200
342397,76,126,-196
342399,76,124,-206
342401,70,128,-206
342403,84,120,-208
342405,80,124,-202
342407,78,114,-202
342409,72,126,-204
342411,76,124,-196
342413,74,128,-206
342415,74,128,-224
342417,76,126,-206
342419,78,120,-204
342421,68,128,-208
342423,82,124,-194
342425,76,126,-202
342427,78,128,-202
342429,76,120,-208
342431,80,112,-202
342433,78,126,-196
342435,72,120,-202
342437,78,122,-208
342439,76,128,-202
342441,78,124,-200
342443,72,128,-210
342445,76,120,-200
342447,70,124,-206
342449,76,122,-192
342451,80,122,-212
342453,78,122,-202
342455,74,128,-216
342457,76,122,-200
342459,76,124,-208
342461,80,124,-206
342463,76,124,-208
342465,78,128,-200
342467,76,122,-202
342469,78,122,-214
342471,74,122,-206
342473,74,124,-204
342475,74,124,-204
342477,80,124,-200
342479,80,122,-204
342481,72,126,-208
342483,76,126,-196
342485,78,120,-200
342487,78,128,-202
342489,78,130,-206
342491,80,122,-208
342493,80,124,-206
342495,80,122,-202
342497,76,114,-206
342499,70,128,-192
342501,80,124,-200
342503,76,124,-202
342505,78,126,-212
342507,76,128,-208
342509,82,116,-204
342511,78,124,-204
342513,78,122,-210
342515,90,120,-198
342517,80,122,-204
342519,78,126,-200
342521,80,120,-202
342523,74,122,-202
342525,80,120,-200
342527,78,128,-202
342529,82,124,-206
342531,84,128,-200
342533,82,120,-200
342535,72,126,-202
342537,80,122,-208
342539,78,128,-200
342541,78,120,-202
342543,72,126,-212
342545,76,124,-198
342547,82,126,-200
342549,80,132,-200
342551,82,124,-198
342553,80,124,-200
342555,78,124,-202
342557,82,120,-200
342559,76,128,-204
342561,82,120,-206
342563,76,126,-202
342565,76,122,-222
975590826,5,76,128
342568,80,120,-202
342570,74,128,-196
342572,80,124,-198
342574,72,128,-202
342576,82,120,-202
342578,72,128,-206
342580,76,122,-206
342582,76,114,-210
342584,78,124,-204
342586,74,126,-208
342588,78,126,-204
342590,84,120,-206
342592,70,124,-204
342594,74,124,-204
342596,68,126,-202
342598,76,122,-198
342600,80,124,-202
342602,84,120,-202
342604,74,128,-200
342606,72,126,-198
342608,70,126,-206
342610,78,124,-198
342612,78,124,-204
342614,74,126,-206
342616,74,128,-210
342618,74,114,-206
342620,74,126,-204
342622,70,126,-204
342624,76,120,-206
342626,76,130,-202
342628,78,128,-200
342630,74,124,-204
342632,78,126,-198
342634,74,124,-204
342636,78,128,-200
342638,80,124,-200
342640,82,122,-202
342642,76,124,-210
342644,78,126,-206
342646,74,122,-206
342648,64,128,-208
342650,82,122,-196
342652,78,130,-206
342654,74,126,-202
342656,76,122,-214
342658,78,122,-198
342660,76,120,-194
342662,78,124,-188
342664,74,128,-204
342666,82,122,-202
342668,70,130,-208
342670,76,126,-202
342672,78,118,-200
342674,78,128,-196
342676,76,128,-202
342678,78,134,-208
342680,82,116,-206
342682,78,128,-218
342684,80,118,-206
342686,78,128,-200
342688,78,128,-204
342690,78,126,-204
342692,84,120,-196
342694,80,122,-216
342696,78,122,-198
342698,76,120,-202
342700,80,124,-206
342702,82,130,-206
342704,76,128,-204
342706,80,126,-200
342708,74,120,-196
342710,80,108,-200
342712,78,122,-190
342714,76,122,-208
342716,80,120,-206
342718,76,122,-214
342720,74,124,-204
342722,78,120,-202
342724,76,122,-204
342726,82,116,-202
342728,80,114,-206
342730,82,118,-204
342732,78,126,-214
342734,78,120,-206
342736,72,128,-196
342738,80,126,-204
342740,78,124,-204
342742,82,124,-200
342744,78,128,-216
342746,76,126,-204
342748,80,116,-210
342750,80,128,-196
342752,82,128,-206
342754,78,124,-200
342756,88,120,-208
342758,76,124,-202
342760,78,110,-204
342762,72,128,-184
342764,78,128,-200
342766,74,126,-204
342768,88,120,-204
342770,76,122,-206
342772,76,128,-200
342774,70,126,-202
342776,76,126,-198
342778,72,142,-204
342780,80,128,-202
342782,80,122,-216
342784,76,128,-198
342786,78,126,-200
342788,70,126,-204
342790,78,128,-206
342792,74,128,-202
342794,84,128,-222
342796,78,124,-202
342798,82,114,-202
342800,78,120,-204
342802,74,126,-200
342804,72,128,-202
342806,80,124,-202
342808,80,122,-204
342810,80,116,-202
342812,76,128,-204
342814,84,122,-198
342816,78,124,-204
342818,84,122,-206
342820,74,124,-200
342822,78,126,-204
342824,72,126,-196
342826,76,126,-198
342828,76,128,-204
342830,80,126,-204
342832,74,126,-222
342834,78,114,-206
993220010,5,78,114
342837,74,124,-208
342839,82,126,-208
342841,78,124,-198
342843,82,120,-204
342845,72,128,-204
342847,78,114,-204
342849,80,124,-204
342851,78,122,-202
342853,78,128,-200
342855,78,122,-208
342857,74,124,-206
342859,80,122,-198
342861,76,112,-204
342863,76,126,-202
342865,76,130,-204
342867,76,122,-202
342869,72,124,-214
342871,76,118,-196
342873,76,126,-202
342875,82,126,-200
342877,74,126,-208
342879,80,126,-206
342881,76,126,-216
342883,80,126,-194
342885,70,128,-204
342887,78,124,-200
342889,78,128,-202
342891,82,120,-200
342893,74,128,-212
342895,80,118,-198
342897,68,126,-200
342899,80,122,-208
342901,76,128,-204
342903,76,120,-198
342905,76,128,-210
342907,80,122,-202
342909,78,116,-202
342911,76,118,-196
342913,76,126,-200
342915,92,124,-200
342917,80,124,-208
342919,76,124,-194
342921,78,120,-196
342923,76,126,-192
342925,82,120,-206
342927,78,128,-204
342929,72,124,-208
342931,76,128,-204
342933,76,122,-200
342935,72,128,-200
342937,80,122,-204
342939,80,126,-202
342941,76,120,-204
342943,72,128,-210
342945,78,118,-200
342947,80,120,-202
342949,78,128,-212
342951,76,126,-204
342953,74,118,-200
342955,74,122,-196
342957,76,126,-198
342959,78,126,-206
342961,78,124,-204
342963,80,122,-204
342965,86,122,-204
342967,78,122,-210
342969,76,126,-200
342971,66,128,-204
342973,76,124,-196
342975,78,122,-210
342977,78,128,-204
342979,72,128,-208
342981,80,126,-206
342983,78,116,-204
342985,76,124,-204
342987,76,124,-202
342989,80,128,-206
342991,78,124,-202
342993,78,126,-210
342995,72,118,-206
342997,78,118,-200
342999,76,126,-208
343001,70,128,-202
343003,76,124,-208
343005,76,126,-204
343007,78,124,-204
343009,70,124,-206
343011,82,120,-192
343013,78,128,-200
343015,70,126,-222
343017,76,126,-200
343019,78,128,-198
343021,70,128,-202
343023,78,126,-206
343025,78,126,-204
343027,84,120,-198
343029,74,126,-200
343031,78,112,-200
343033,76,126,-204
343035,76,128,-200
343037,76,128,-208
343039,86,122,-204
343041,76,126,-210
343043,78,128,-200
343045,80,122,-204
343047,76,122,-200
343049,80,134,-200
343051,82,120,-200
343053,76,126,-212
343055,78,120,-208
343057,80,120,-192
343059,76,124,-204
343061,82,128,-202
343063,80,124,-208
343065,76,126,-204
343067,76,122,-198
343069,70,128,-200
343071,70,126,-200
343073,86,126,-202
343075,76,124,-202
343077,80,126,-210
343079,82,118,-208
1009276330,5,82,118
343082,78,122,-196
343084,76,128,-206
343086,88,126,-196
343088,76,126,-202
343090,78,128,-202
343092,70,128,-202
343094,78,124,-196
343096,74,128,-200
343098,78,128,-210
343100,76,126,-210
343102,86,126,-198
343104,80,124,-200
343106,70,128,-204
343108,78,126,-202
343110,80,128,-200
343112,78,122,-200
343114,80,124,-212
343116,76,118,-202
343118,70,126,-208
343120,74,126,-192
343122,78,124,-208
343124,78,122,-200
343126,78,124,-210
343128,80,126,-202
343130,76,120,-200
343132,80,118,-208
343134,80,128,-202
343136,78,128,-202
343138,80,124,-208
343140,76,124,-212
343142,74,118,-200
343144,78,128,-202
343146,82,128,-204
343148,78,128,-206
343150,78,128,-202
343152,78,126,-204
343154,78,122,-200
343156,78,120,-204
343158,76,124,-202
343160,78,128,-204
343162,78,126,-200
343164,78,126,-204
343166,76,120,-204
343168,68,130,-200
343170,76,124,-190
343172,78,128,-202
343174,80,122,-206
343176,74,124,-212
343178,78,122,-208
343180,74,126,-206
343182,76,122,-204
343184,82,120,-204
343186,80,132,-198
343188,76,124,-200
343190,76,122,-212
343192,76,118,-200
343194,78,120,-198
343196,72,128,-204
343198,78,124,-204
343200,80,126,-206
343202,74,124,-218
343204,76,128,-206
343206,82,128,-198
343208,74,126,-206
343210,70,126,-206
343212,78,124,-198
343214,80,122,-202
343216,76,126,-204
343218,80,124,-196
343220,80,120,-200
343222,70,128,-206
343224,74,124,-208
343226,78,126,-202
343228,80,128,-202
343230,80,128,-208
343232,80,112,-202
343234,66,126,-198
343236,76,128,-208
343238,76,120,-200
343240,80,128,-204
343242,74,128,-204
343244,74,124,-204
343246,80,118,-202
343248,66,126,-206
343250,76,124,-196
343252,78,128,-200
343254,78,120,-206
343256,72,126,-214
343258,78,120,-210
343260,76,126,-200
343262,76,126,-190
343264,76,124,-206
343266,78,126,-204
343268,68,128,-212
343270,78,124,-202
343272,80,120,-202
343274,78,124,-202
343276,78,128,-206
343278,76,134,-204
343280,78,122,-202
343282,78,130,-212
343284,84,114,-204
343286,82,126,-200
343288,78,126,-198
343290,78,128,-202
343292,80,122,-200
343294,76,126,-222
343296,78,126,-202
343298,76,112,-206
343300,80,124,-200
343302,78,124,-210
343304,78,124,-202
343306,80,126,-202
343308,76,124,-214
343310,78,116,-204
343312,76,124,-204
343314,70,128,-202
343316,76,120,-204
343318,86,120,-204
343320,78,124,-206
343322,80,124,-200
343324,74,122,-202
343326,84,128,-198
343328,82,120,-208
343330,72,124,-200
343332,82,126,-206
343334,74,126,-198
343336,78,124,-202
343338,76,120,-204
343340,76,128,-202
343342,78,128,-198
343344,90,126,-206
343346,86,126,-208
343348,78,126,-198
343350,72,126,-202
343352,78,126,-198
343354,72,124,-206
343356,74,130,-202
343358,76,124,-208
343360,82,122,-204
343362,82,118,-206
343364,70,128,-202
343366,84,120,-206
343368,76,130,-204
343370,80,122,-202
343372,76,124,-210
343374,76,120,-202
343376,68,126,-204
343378,76,124,-192
343380,78,122,-200
343382,78,122,-202
343384,76,128,-202
343386,78,124,-202
343388,78,122,-198
343390,78,124,-200
343392,74,124,-206
343394,88,122,-200
343396,76,126,-210
343398,78,126,-202
343400,72,126,-202
343402,82,128,-200
343404,76,128,-204
343406,82,120,-208
343408,74,122,-202
343410,82,112,-204
343413,76,124,-206
343415,80,128,-194
343417,78,120,-206
343419,80,126,-202
343421,74,124,-208
343423,76,124,-202
343425,76,120,-202
343427,66,126,-200
343429,80,122,-206
343431,76,130,-200
343433,74,128,-202
343435,72,128,-208
343437,72,126,-208
343439,82,124,-200
343441,78,122,-188
343443,78,122,-202
343445,80,122,-200
343447,84,122,-204
343449,76,126,-202
343451,78,124,-198
343453,74,128,-206
343455,76,120,-194
343457,80,134,-202
343459,76,128,-204
343461,90,122,-204
343463,76,126,-202
343465,78,120,-202
343467,68,128,-204
343469,78,120,-196
343471,74,126,-204
343473,88,122,-204
343475,72,122,-202
343477,80,124,-206
343479,70,130,-206
343481,74,128,-198
343483,76,124,-204
343485,76,124,-200
343487,76,128,-212
343489,84,128,-202
343491,80,118,-206
343493,70,126,-206
343495,76,126,-202
343497,80,126,-200
343499,82,120,-200
343501,78,126,-206
343503,76,122,-198
343505,78,118,-204
343507,74,126,-192
343509,78,122,-202
343511,78,126,-198
343513,78,120,-214
343515,78,120,-200
343517,76,124,-200
343519,78,128,-202
343521,74,124,-200
343523,76,128,-204
343525,78,124,-204
343527,76,124,-214
343529,76,124,-202
343531,76,126,-202
343533,80,126,-206
343535,76,128,-208
343537,78,128,-204
343539,78,124,-218
343541,74,126,-200
343543,78,118,-204
343545,72,126,-204
343547,78,126,-198
343549,78,124,-200
343551,80,124,-204
343553,80,120,-202
343555,82,112,-202
343557,74,128,-204
343559,78,120,-202
343561,80,128,-202
343563,86,122,-206
343565,82,128,-202
343567,80,124,-204
343569,78,116,-202
343571,76,122,-204
343573,76,128,-206
343575,76,128,-200
343577,72,126,-210
343579,78,124,-204
343581,76,126,-194
343583,80,124,-200
343585,76,122,-204
1042437546,5,78,134
343588,80,124,-208
343590,78,128,-214
343592,78,122,-202
343594,80,128,-202
343596,80,126,-202
343598,86,132,-204
343600,82,124,-208
343602,80,128,-196
343604,80,124,-200
343606,70,128,-204
343608,78,120,-206
343610,80,132,-204
343612,80,126,-204
343614,76,128,-212
343616,76,124,-198
343618,78,120,-196
343620,76,120,-206
343622,76,126,-202
343624,78,120,-204
343626,76,124,-204
343628,82,120,-202
343630,68,128,-202
343632,78,118,-200
343634,76,128,-200
343636,76,126,-198
343638,76,122,-206
343640,72,112,-206
343642,82,120,-202
343644,80,124,-208
343646,76,128,-200
343648,84,120,-202
343650,78,120,-198
343652,76,128,-210
343654,72,124,-202
343656,76,126,-202
343658,76,122,-204
343660,84,124,-200
343662,78,126,-208
343664,78,122,-204
343666,82,122,-202
343668,80,128,-200
343670,82,120,-200
343672,80,120,-204
343674,76,124,-212
343676,84,114,-206
343678,74,124,-198
343680,78,124,-198
343682,76,122,-202
343684,80,120,-202
343686,76,126,-204
343688,74,126,-206
343690,80,112,-200
343692,80,126,-200
343694,80,124,-204
343696,76,126,-196
343698,72,122,-212
343700,82,124,-196
343702,78,126,-206
343704,70,126,-200
343706,78,120,-202
343708,74,124,-202
343710,78,124,-210
343712,76,120,-204
343714,80,124,-200
343716,72,126,-206
343718,82,122,-206
343720,78,124,-202
343722,78,126,-210
343724,78,122,-208
343726,80,120,-202
343728,78,124,-198
343730,82,124,-206
343732,82,120,-208
343734,82,124,-202
343736,78,122,-208
343738,76,126,-206
343740,78,126,-204
343742,78,120,-202
343744,80,128,-202
343746,76,124,-204
343748,74,124,-198
343750,74,126,-202
343752,78,126,-194
343754,76,124,-202
343756,78,128,-204
343758,76,124,-210
343760,80,128,-204
343762,76,120,-200
343764,70,128,-206
343766,78,124,-202
343768,80,128,-204
343770,78,120,-198
343772,76,120,-206
343774,78,118,-204
343776,64,130,-206
343778,82,128,-210
343780,78,128,-206
343782,78,122,-204
343784,76,120,-212
343786,76,124,-206
343788,74,120,-206
343790,76,124,-198
343792,80,124,-198
343794,90,124,-204
343796,80,126,-202
343798,74,126,-196
343800,80,118,-202
343802,74,126,-204
343804,76,126,-202
343806,74,126,-202
343808,76,128,-206
343810,80,126,-202
343812,74,126,-200
343814,76,116,-202
343816,78,124,-204
343818,84,128,-208
343820,80,124,-208
343822,86,118,-206
343824,74,126,-202
343826,68,114,-208
343828,68,126,-192
343830,70,124,-204
343832,74,126,-202
343834,80,120,-208
343836,76,124,-208
343838,76,124,-200
343840,80,128,-194
343842,76,124,-200
343844,76,132,-208
343846,80,122,-200
343848,82,128,-206
1059673514,5,76,126
343851,78,116,-202
343853,80,124,-200
343855,78,126,-204
343857,76,130,-198
343859,80,120,-204
343861,76,122,-216
343863,78,118,-204
343865,78,122,-206
343867,76,126,-204
343869,82,128,-208
343871,78,124,-204
343873,74,132,-218
343875,78,124,-206
343877,80,118,-200
343879,74,128,-206
343881,80,122,-214
343883,78,128,-210
343885,82,126,-202
343887,80,122,-204
343889,78,114,-198
343891,74,128,-186
343893,80,124,-196
343895,74,122,-200
343897,74,130,-218
343899,76,124,-202
343901,76,112,-208
343903,76,124,-198
343905,72,122,-200
343907,74,124,-200
343909,78,126,-204
343911,78,124,-216
343913,66,126,-200
343915,78,126,-192
343917,78,122,-204
343919,76,128,-206
343921,76,128,-210
343923,78,128,-212
343925,78,120,-204
343927,72,128,-206
343929,80,126,-210
343931,78,130,-202
343933,80,124,-202
343935,74,128,-210
343937,72,124,-200
343939,78,122,-198
343941,76,128,-204
343943,78,124,-208
343945,72,126,-206
